"","age","income","children","credit_history","overdue_payments","active_loans","years_in_job","owns_property","assets_value","other_loans","credit_risk","education_podstawowe","education_średnie","education_wyższe","city_duże","city_małe","city_średnie","marital_status_kawaler/panna","marital_status_rozwiedziony/rozwiedziona","marital_status_żonaty/zamężna","employment_type_brak","employment_type_określona","employment_type_samozatrudnienie","employment_type_stała"
"860",43,40000,2,1,1,4,7,1,40000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"861",44,6436,0,1,1,2,7,0,6436,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"862",24,20535,0,0,1,2,6,1,20535,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"863",47,39582,1,1,1,1,8,1,39582,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
"864",39,18461,0,1,1,2,5,0,18461,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"865",38,22368,1,0,1,0,6,0,22368,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"866",26,20605,2,1,1,2,8,1,20605,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"867",50,14994,0,1,1,0,17,1,14994,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"868",50,35222,4,1,1,2,9,1,35222,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"869",36,40000,0,0,0,1,10,1,40000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"870",55,32586,1,1,1,1,4,1,32586,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"871",31,19273,0,0,1,2,9,1,19273,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"872",55,34013,2,1,0,1,2,1,34013,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"873",43,23853,2,0,0,0,8,1,23853,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"874",18,23054,1,0,0,0,12,1,23054,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"875",34,40000,3,1,1,2,6,1,40000,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"876",41,13756,0,1,0,0,0,1,13756,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"877",34,19802,1,1,1,3,11,0,19802,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"878",29,13619,0,1,0,1,8,0,13619,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"879",59,31066,1,0,1,0,20,0,31066,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"880",40,36230,0,0,0,1,10,1,36230,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"881",32,22579,0,1,1,1,11,1,22579,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"882",35,27009,2,1,1,2,12,1,27009,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"883",56,29298,1,1,1,1,2,0,29298,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"884",59,17993,0,1,1,1,9,1,17993,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"885",36,14990,2,1,0,1,13,1,14990,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"886",48,35248,3,1,1,1,12,0,35248,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"887",45,19137,3,1,0,1,17,1,19137,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"888",18,25676,1,1,0,0,18,1,25676,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"889",42,40000,0,1,0,0,9,1,40000,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"890",35,12200,0,1,0,0,4,0,12200,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
"891",38,24589,2,1,0,1,10,0,24589,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"892",39,9224,0,0,0,1,18,0,9224,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"893",28,29537,0,0,0,0,9,1,29537,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"894",48,30021,0,0,1,0,4,1,30021,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"895",39,22185,0,1,0,1,17,1,22185,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"896",44,24224,0,1,0,4,6,1,24224,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"897",34,19502,0,0,0,1,6,1,19502,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"898",38,23332,0,1,0,2,12,1,23332,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"899",37,12802,0,0,1,1,5,1,12802,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"900",39,5478,0,1,1,1,10,0,5478,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"901",33,11137,0,0,1,1,14,1,11137,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"902",35,18317,0,1,1,2,24,1,18317,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"903",34,40000,0,0,1,0,0,1,40000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"904",35,40000,1,1,1,2,4,1,40000,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"905",39,40000,2,1,0,0,8,1,40000,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"906",45,13611,0,1,0,1,8,1,13611,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"907",29,23104,0,1,1,0,8,1,23104,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"908",49,18138,3,0,1,1,4,1,18138,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"909",57,23985,2,1,0,1,3,1,23985,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"910",58,29058,1,0,1,2,3,0,29058,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"911",44,23113,0,0,1,0,7,1,23113,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"912",55,20319,0,0,0,0,17,1,20319,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"913",37,40000,0,1,0,0,7,0,40000,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"914",42,14449,0,1,1,3,9,1,14449,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"915",28,20111,1,1,1,0,8,1,20111,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"916",42,40000,0,0,0,1,1,1,40000,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"917",34,40000,1,1,0,2,8,0,40000,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"918",34,39917,0,0,1,1,11,1,39917,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"919",28,14896,1,0,1,3,3,1,14896,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"920",34,8903,0,1,0,0,7,1,8903,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"921",37,24624,1,1,1,2,10,1,24624,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"922",34,40000,2,1,0,1,6,1,40000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"923",31,25939,3,1,1,1,6,1,25939,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"924",31,23797,0,1,1,1,0,1,23797,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"925",52,12515,0,1,1,1,3,0,12515,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"926",33,24311,5,0,1,1,10,1,24311,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"927",44,23315,4,0,1,1,18,1,23315,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"928",30,7279,0,1,1,0,0,1,7279,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"929",18,23570,0,0,1,0,14,1,23570,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"930",34,26488,0,1,1,1,20,0,26488,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"931",47,11323,0,1,1,0,13,1,11323,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"932",42,14980,0,0,1,2,6,0,14980,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"933",70,36206,2,1,1,1,9,1,36206,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"934",57,20068,0,0,1,1,1,0,20068,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"935",42,32621,0,0,1,4,3,1,32621,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"936",35,30463,0,1,1,0,10,1,30463,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"937",40,14529,2,1,1,0,6,0,14529,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"938",47,26973,0,0,0,2,6,0,26973,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"939",38,16986,0,1,0,1,11,1,16986,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"940",42,21609,0,1,1,2,10,1,21609,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"941",42,26544,2,1,0,3,6,1,26544,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"942",35,16114,3,1,1,2,14,1,16114,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"943",36,40000,0,1,0,2,2,1,40000,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"944",35,26796,0,1,0,2,13,1,26796,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
"945",46,14293,1,1,1,3,1,0,14293,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"946",18,13533,4,0,0,2,13,1,13533,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"947",38,40000,0,0,1,1,14,1,40000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"948",23,24729,0,1,1,2,2,0,24729,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"949",37,32675,3,0,1,1,11,1,32675,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"950",28,11665,0,0,0,3,18,1,11665,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"951",34,13780,1,0,1,0,16,1,13780,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"952",37,16116,0,1,0,1,24,0,16116,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"953",34,14374,1,0,1,2,9,0,14374,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"954",42,24848,3,1,1,1,8,1,24848,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"955",39,33396,0,0,1,2,14,0,33396,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
"956",59,24729,3,1,0,1,11,1,24729,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"957",49,39074,0,1,1,2,13,1,39074,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"958",31,12399,1,1,0,3,12,1,12399,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"959",45,28635,1,1,0,2,6,1,28635,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"960",42,32705,0,1,1,1,6,0,32705,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"961",38,14557,1,1,0,1,10,0,14557,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"962",40,10615,1,1,0,4,17,0,10615,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"963",28,17477,4,1,1,2,1,0,17477,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"964",64,27655,0,0,1,2,14,0,27655,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"965",42,21182,0,1,1,1,6,1,21182,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"966",27,16921,0,1,1,1,8,0,16921,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"967",43,40000,0,1,0,4,8,0,40000,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"968",31,28673,0,1,1,1,21,1,28673,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"969",53,13374,0,1,1,2,17,1,13374,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"970",26,40000,0,0,1,1,14,0,40000,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
"971",50,11436,0,1,1,3,27,1,11436,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"972",35,20135,1,1,0,0,13,1,20135,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
"973",36,37454,0,0,0,3,12,1,37454,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"974",44,21628,1,0,1,1,17,0,21628,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"975",33,16542,0,0,0,2,7,1,16542,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"976",44,33765,2,1,1,1,3,1,33765,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"977",30,31286,4,1,1,0,15,0,31286,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"978",34,40000,0,1,1,2,8,1,40000,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"979",47,11264,0,1,1,3,16,1,11264,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"980",19,40000,1,0,0,3,15,1,40000,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"981",36,27338,0,1,1,2,16,0,27338,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"982",44,21528,0,1,0,2,8,1,21528,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"983",32,40000,2,1,0,2,8,1,40000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"984",34,18278,0,1,0,1,14,1,18278,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"985",42,12802,0,1,0,0,16,1,12802,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"986",43,28627,1,1,1,2,5,1,28627,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"987",24,22766,0,0,1,2,3,0,22766,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"988",40,28725,2,1,0,1,12,0,28725,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"989",46,16740,1,1,0,2,3,1,16740,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"990",27,25360,3,1,1,1,0,1,25360,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"991",57,27674,0,0,1,0,10,0,27674,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"992",42,31232,2,1,1,4,12,0,31232,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"993",56,27725,3,0,0,2,17,1,27725,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"994",42,36679,1,1,0,0,4,0,36679,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"995",20,17083,0,1,0,2,13,0,17083,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"996",28,15155,0,1,1,2,8,0,15155,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"997",44,12477,4,1,0,0,13,0,12477,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"998",45,22464,2,1,0,4,14,1,22464,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"999",21,13441,0,0,0,2,2,1,13441,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"1000",37,25947,0,0,0,1,8,0,25947,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1001",27,20269,0,0,0,2,20,0,20269,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1002",43,40000,1,1,0,1,3,0,40000,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1003",38,40000,3,1,1,2,9,1,40000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1004",38,26235,0,0,1,1,7,1,26235,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"1005",47,6403,0,0,1,1,7,0,6403,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"1006",20,37292,1,1,0,4,8,1,37292,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"1007",40,11317,0,1,0,0,16,0,11317,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1008",35,35261,3,1,0,0,11,0,35261,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"1009",39,40000,0,1,1,3,15,0,40000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1010",22,27418,0,1,1,1,13,1,27418,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"1011",54,22009,0,0,1,2,7,1,22009,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1012",49,17912,0,1,0,2,17,1,17912,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"1013",44,29880,4,1,0,0,9,1,29880,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"1014",44,16320,0,1,1,2,9,1,16320,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1015",32,34557,2,1,0,0,8,1,34557,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"1016",38,16488,2,1,0,0,15,1,16488,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"1017",36,40000,0,0,0,3,11,0,40000,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"1018",29,9421,1,1,1,1,22,1,9421,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1019",27,11700,2,0,1,1,6,1,11700,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"1020",53,10175,4,1,1,3,1,1,10175,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"1021",44,18337,1,0,1,1,2,0,18337,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"1022",41,9379,0,1,1,0,13,1,9379,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"1023",46,39100,0,0,1,0,15,1,39100,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"1024",26,16432,3,0,1,2,6,1,16432,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"1025",29,30551,2,0,1,2,18,0,30551,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1026",49,16404,0,1,1,2,9,1,16404,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"1027",49,24900,1,1,1,0,12,1,24900,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1028",28,19092,1,1,1,2,6,0,19092,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"1029",32,17746,1,1,1,1,14,0,17746,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1030",53,40000,0,1,1,5,0,1,40000,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
"1031",28,14482,0,1,1,0,4,0,14482,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"1032",48,33800,0,0,1,0,9,0,33800,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"1033",33,9019,0,1,1,5,6,1,9019,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
"1034",24,13336,1,1,1,0,8,0,13336,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1035",47,40000,0,1,1,4,14,1,40000,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"1036",21,30008,2,1,1,0,15,1,30008,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"1037",41,23944,0,0,0,0,7,1,23944,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"1038",44,40000,2,1,1,1,11,0,40000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1039",49,23647,3,0,1,6,16,0,23647,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
"1040",47,16676,1,1,0,1,14,1,16676,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1041",57,28526,0,1,1,0,9,1,28526,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1042",34,40000,2,1,1,2,12,0,40000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1043",47,40000,0,0,0,4,11,1,40000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"1044",46,20296,1,1,1,3,7,1,20296,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1045",31,23331,1,0,0,0,17,0,23331,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1046",52,11431,0,1,1,3,4,0,11431,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"1047",29,26639,0,0,1,0,9,1,26639,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"1048",41,33938,0,1,0,0,13,1,33938,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"1049",68,14937,0,1,0,2,18,1,14937,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1050",44,40000,1,0,1,0,11,0,40000,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"1051",42,40000,2,1,0,2,10,0,40000,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"1052",42,23119,0,0,0,2,1,0,23119,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"1053",50,17834,2,1,0,1,16,1,17834,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1054",43,19752,3,0,0,1,5,1,19752,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1055",41,19595,0,1,1,1,8,0,19595,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1056",37,29920,0,0,1,2,11,1,29920,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"1057",46,39277,2,1,1,1,0,1,39277,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
"1058",31,19531,1,1,1,2,9,1,19531,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"1059",46,22402,0,1,0,2,13,1,22402,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1060",47,23068,1,0,0,2,12,1,23068,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"1061",30,23567,2,1,0,0,12,0,23567,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"1062",51,18870,1,1,0,0,11,1,18870,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"1063",33,15820,2,0,0,0,13,1,15820,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"1064",37,26889,2,1,1,2,5,0,26889,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"1065",54,40000,1,1,1,3,5,0,40000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"1066",18,34834,0,1,1,2,6,1,34834,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"1067",27,40000,0,0,0,3,8,1,40000,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"1068",29,37715,1,1,1,2,3,0,37715,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"1069",51,8678,4,0,1,0,15,0,8678,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"1070",43,9719,0,0,1,0,8,1,9719,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1071",44,25460,0,1,1,1,6,0,25460,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"1072",39,40000,0,1,1,1,9,0,40000,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"1073",30,14575,0,0,1,1,10,1,14575,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1074",26,20010,2,1,0,0,5,1,20010,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1075",45,14907,2,0,1,2,11,1,14907,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"1076",56,26402,0,1,0,3,3,0,26402,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
"1077",55,16469,0,1,1,2,10,0,16469,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1078",34,13545,0,0,1,2,11,0,13545,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"1079",36,27806,0,0,0,2,2,1,27806,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"1080",40,16966,2,1,0,0,13,0,16966,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1081",34,18508,0,0,0,0,5,1,18508,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1082",44,20038,1,1,1,1,2,0,20038,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1083",54,24556,1,1,1,1,13,1,24556,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"1084",58,22767,0,0,0,1,15,1,22767,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1085",32,29134,0,1,1,1,8,1,29134,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1086",61,33305,0,0,1,3,11,1,33305,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"1087",51,9999,0,1,1,3,5,1,9999,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1088",48,35025,3,1,0,1,7,0,35025,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"1089",24,26539,0,0,1,2,9,0,26539,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1090",26,19651,0,0,1,1,10,1,19651,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"1091",62,16439,0,0,1,1,8,0,16439,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1092",45,13509,2,1,0,2,2,1,13509,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1093",18,23214,2,1,0,1,7,1,23214,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1094",41,13306,2,0,0,0,11,0,13306,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"1095",37,40000,1,1,1,1,13,0,40000,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"1096",60,27715,1,1,1,0,8,1,27715,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"1097",33,15164,0,1,0,2,9,1,15164,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"1098",42,12988,1,1,0,4,8,1,12988,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"1099",34,25973,1,1,1,0,12,1,25973,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"1100",44,19178,4,0,0,4,7,0,19178,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1101",44,17933,2,1,0,3,0,1,17933,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
"1102",51,21733,2,0,0,3,6,1,21733,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"1103",39,26985,3,0,0,1,9,1,26985,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"1104",48,39483,4,1,1,5,6,0,39483,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
"1105",45,5377,2,1,0,2,0,0,5377,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"1106",42,17743,2,1,1,0,3,1,17743,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"1107",41,22724,0,1,0,1,14,1,22724,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
"1108",46,40000,0,1,1,0,17,0,40000,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1109",28,40000,0,1,1,1,3,0,40000,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1110",36,23666,0,0,1,1,13,1,23666,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"1111",35,33224,0,1,1,1,10,1,33224,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1112",38,12553,1,1,0,0,11,1,12553,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
"1113",34,22938,3,1,0,3,1,1,22938,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1114",18,14404,0,1,1,0,6,1,14404,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"1115",50,14335,2,1,0,1,8,1,14335,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"1116",36,22331,0,1,0,1,9,0,22331,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"1117",28,21449,1,1,1,0,7,0,21449,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
